anuncio/propriedade,tipo,freguesia,concelho,distrito,area(m²),valor renda(€/mes)
Apartamento T2 com garagem centro histórico de Cascais,Apartamento,Cascais e Estoril,Cascais,Lisboa,82.4,2000
Escritório no Edifício 'Polo de Serviços da Maia',Escritório,Cidade da Maia,Maia,Porto,1441.0,21183
Armazém | Benavente Logistic Park,Armazém,Desconhecido,Benavente,Santarém,5561.7,21968
Armazém | Benavente Logistic Park,Armazém,Desconhecido,Benavente,Santarém,5561.7,21968
Armazém | Benavente Logistic Park,Armazém,Desconhecido,Benavente,Santarém,5561.7,21968
Armazém | Benavente Logistic Park,Armazém,Desconhecido,Benavente,Santarém,5561.7,21968
Armazém | Benavente Logistic Park,Armazém,Desconhecido,Benavente,Santarém,5561.7,21968
Armazém | Benavente Logistic Park,Armazém,Desconhecido,Benavente,Santarém,5561.7,21968
Café/Croissantaria Trespasse,Loja,Caldas da Rainha - Nossa Senhora do Pópulo,Coto e São Gregório,"Caldas da Rainha, Leiria",45.0,22000
PAVILHÃO INDUSTRIAL - MAIA,Armazém,Nogueira e Silva Escura,Maia,Porto,5070.0,22000
Escritórios no Green Park,Escritório,Desconhecido,São Domingos de Benfica,Lisboa,1433.0,22211
Armazém | Benavente Logistic Park,Armazém,Desconhecido,Benavente,Santarém,5626.4,22224
Armazém | Benavente Logistic Park,Armazém,Desconhecido,Benavente,Santarém,5627.4,22228
Escritório | Infante Santo 2,Escritório,Desconhecido,Estrela,Lisboa,1245.1,22411
Armazém para arrendar em setúbal,Armazém,Setúbal (São Julião,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal,8006.0,22822
Armazém 3500m2 escritório 900m2 Av. Pedro Alvares Cabral ...,Armazém,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",4400.0,23350
Armazém para arrendar no Linhó - Sintra,Armazém,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",4400.0,23800
ESCRITÓRIO E ARMAZÉM NA BELOURA - SINTRA 3500m2 + 900m2 E...,Armazém,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",4400.0,23800
Co-working premium Porto com mesa fixa/sala reuniões/Recepção/cacifo,Escritório,Matosinhos e Leça da Palmeira,Matosinhos,Porto,40.0,100
Armazém Industrial - Zona Industrial de Lousado (Vila Nov...,Armazém,Esmeriz e Cabeçudos,Vila Nova de Famalicão,Braga,2200.0,6000
Loja para arrendamento no Restelo,Loja,Desconhecido,Belém,Lisboa,2195.0,14400
Armazém para Arrendamento na Zona Industrial de Cantanhede,Armazém,Cantanhede e Pocariça,Cantanhede,Coimbra,2186.0,5500
Armazém para Arrendamento - Zona Industrial Cantanhede,Armazém,Cantanhede e Pocariça,Cantanhede,Coimbra,2186.0,5500
Armazém  para arrendamento,Armazém,Desconhecido,Vila Franca de Xira,Lisboa,2180.0,20000
Pavilhão para diversas atividades,Armazém,Caxarias,Ourém,Santarém,2155.0,750
"Escritório  Arrendamento em Cedofeita, Santo Ildefonso, Sé, Miragaia,",Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",2154.0,36000
armazéns 2129 m2 |Reservado | portagens Carcavelos | condomínio | by..,Armazém,São Domingos de Rana,Cascais,Lisboa,2129.0,9500
armazém reservado próximo autoestrada A5 | altura 8m | by goldvillage,Armazém,São Domingos de Rana,Cascais,Lisboa,2129.0,9500
Escritório  para arrendamento,Escritório,Desconhecido,Belém,Lisboa,2115.0,14400
Mafra | armazém | 3 Cais descarga | bons acessos| by gold...,Armazém,Desconhecido,Mafra,Lisboa,2100.0,5000
armazém | luz natural | Mafra | 2100m2 Cais 3 de descarga...,Armazém,Desconhecido,Mafra,Lisboa,2100.0,5000
Stand Auto / Centro de exposições / Na Estrada Nacional Nº1,Loja,Calvaria de Cima,Porto de Mós,Leiria,2100.0,500
ARRENDAR Excelente Armazém industrial de Sacavém Prior Velho,Armazém,Sacavém e Prior Velho,Loures,Lisboa,2093.0,21000
Armazém  para arrendamento,Armazém,Desconhecido,Areosa,Viana do Castelo,2040.0,9000
Arrendamento de ARMAZÉM e TERRENO na zona Ribeirinha do M...,Armazém,Montijo e Afonsoeiro,Montijo,Setúbal,2009.0,10000
Armazém c/ 2.003m2 – Z. I. de Taboeira,Armazém,Desconhecido,Esgueira,Aveiro,2003.0,8000
"Armazém Zona Industrial da Maia, Setor II",Armazém,Castêlo da Maia,Maia,Porto,2000.0,10000
Apartamento T2 para arrendamento na Amadora,Apartamento,Carnaxide e Queijas,Oeiras,Lisboa,102.0,1450
"200m2 no Alboi | Restauração, Comércio ou Serviços",Escritório,Desconhecido,Glória e Vera Cruz,Aveiro,200.0,2500
Apartamento T2 junto ao Shopping 8ª Avenida,Apartamento,S. João da Madeira,São João da Madeira,Aveiro,85.0,600
T1 Carcavelos frente praia,Apartamento,Carcavelos e Parede,Cascais,Lisboa,65.0,1200
Apartamento T3,Apartamento,Nogueira,Fraião e Lamaçães,Braga,163.0,850
Andar moradia t1+1 rio tinto Porto metro campainha,Apartamento,Desconhecido,Valongo,Porto,60.0,700
Arrendamento T0 com 40m2 na Rua Santa Catarina,Apartamento,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",40.0,900
Arrendamento de Excelente T4 na Av. Dr. Antunes Guimarães Porto,Apartamento,Aldoar,Foz do Douro e Nevogilde,Porto,133.0,1900
T0 totalmente renovado no centro de Sintra - Estefânia,Apartamento,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",60.0,950
Arrendamento de Armazém em Aveiro,Armazém,Desconhecido,Esgueira,Aveiro,350.0,2100
Apartamento T3 para arrendamento,Apartamento,Desconhecido,Alvalade,Lisboa,74.8,1350
Espaço Comercial em São Mamede Infesta para arrendar.,Loja,São Mamede de Infesta e Senhora da Hora,Matosinhos,Porto,89.0,650
Armazém  para arrendamento,Armazém,Ovar,São João,"Arada e São Vicente de Pereira Jusã, Ovar, Aveiro",500.0,1350
"T2  em Campo Grande, Alvalade",Apartamento,Desconhecido,Alvalade,Lisboa,71.0,1800
Apartamento T1 para arrendamento,Apartamento,Desconhecido,Santa Maria Maior,Lisboa,60.0,950
Apartamento T3 para arrendamento,Apartamento,Desconhecido,Espinho,Aveiro,156.1,1500
Escritório no Seixal,Escritório,Seixal,Arrentela e Aldeia de Paio Pires,"Seixal, Setúbal",50.0,650
Apartamento T1 para arrendamento,Apartamento,Desconhecido,Santa Maria Maior,Lisboa,55.0,1000
Apartamento T1 para Arrendar Canidelo Gardens I,Apartamento,Canidelo,Vila Nova de Gaia,Porto,42.42,950
Apartamento T2 para arrendamento,Apartamento,Desconhecido,Paranhos,Porto,78.0,1000
T2 Mobilado e Equipado no Centro do Carvalhido - Porto,Apartamento,Desconhecido,Paranhos,Porto,95.0,1100
Arrecadações para arrendamento de vários tamanhos em Santo António,Armazém,Desconhecido,Santo António,Lisboa,722.0,130
Escritório / Arrecadaºão,Escritório,Desconhecido,Loures,Lisboa,7.0,130
"Clinica junto Marquês Pombal, aluga sala 24 m2, com muita luz natural",Escritório,Desconhecido,Avenidas Novas,Lisboa,24.0,130
Gabinete partilhado de Terapeutas - FIXO Centro do Porto,Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",25.0,135
Espaço de coworking em Avenida da Liberdade,Escritório,Desconhecido,Braga (São José de São Lázaro e São João do Souto),Braga,10.0,139
Espaço de coworking em Miraflores,Escritório,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",10.0,139
Gabinete Terapeutico - Pacote FIXO de TARDE Centro de Lisboa,Escritório,Desconhecido,Santo António,Lisboa,14.0,140
Arrendamos armazém - Aproveite a nossa campanha para 16m2,Armazém,Póvoa de Santo Adrião e Olival Basto,Odivelas,Lisboa,16.0,217
T1+1 Luxo Vila Nova de Gaia,Apartamento,Mafamude e Vilar do Paraíso,Vila Nova de Gaia,Porto,85.0,1500
"Loja centro da cidade, boas montras",Loja,Desconhecido,Beja (Santiago Maior e São João Baptista),Beja,32.05,550
Apartamento T3 Dúplex Manta Rota - NUMAR RESIDENCE_LN_0104,Apartamento,Vila Nova de Cacela,Vila Real de Santo António,Faro,90.0,1200
Moradia T5 para arrendamento na Quinta da Marinha,Moradia,Cascais e Estoril,Cascais,Lisboa,300.0,12000
"Armazém Industrial com 3000m2 em Maceda, Ovar",Armazém,Maceda,Ovar,Aveiro,3000.0,12000
"Apartamento T4+3 com móveis, inserido em condomínio priva...",Apartamento,Alcabideche,Cascais,Lisboa,310.0,12000
Timesharing em Agosto - Hotel D. Pedro Vilamoura,Apartamento,Quarteira,Loulé,Faro,55.0,12000
Armazém em localização privilegiada | Ótimos acessos | Alverca do Riba,Armazém,Alverca do Ribatejo e Sobralinho,Vila Franca de Xira,Lisboa,1403.0,12000
Fabuloso espaço no  Braço de Prata,Escritório,Desconhecido,Marvila,Lisboa,400.0,12000
Armazém  para arrendamento,Armazém,Gandra e Taião,Valença,Viana do Castelo,4318.0,12000
Arrendar Armazém 2000 m2  licença Industrial Sintra,Armazém,São João das Lampas e Terrugem,Sintra,Lisboa,2000.0,12000
Para arrendar | Fabulosa Moradia T6 | com jardim e piscina na zona nob,Moradia,Desconhecido,Belém,Lisboa,350.0,12000
Para Arrendamento | Moradia T6 | Restelo,Moradia,Desconhecido,Belém,Lisboa,350.0,12000
Escritório  para arrendamento,Escritório,Desconhecido,São Domingos de Benfica,Lisboa,789.0,12000
Cafe snack bar trespasse,Loja,Rio Tinto,Gondomar,Porto,50.0,12000
Apartamento T4 em condomínio no Gandarinha em Cascais,Apartamento,Cascais e Estoril,Cascais,Lisboa,205.0,12000
Armazém para arrendar em Carnaxide - Oeiras,Armazém,Carnaxide e Queijas,Oeiras,Lisboa,1844.0,11984
Escritório | Augusta 237,Escritório,Desconhecido,Santa Maria Maior,Lisboa,442.0,11934
Escritórios no Aviz – Porto,Escritório,Aldoar,Foz do Douro e Nevogilde,Porto,739.0,11908
armazém 1800m2 altura 8m ponte rolante PT 5salas 3WC Sabugo Sintra,Armazém,Almargem do Bispo,Pêro Pinheiro e Montelavar,"Sintra, Lisboa",1800.0,11900
"Moradia T7 para arrendamento com jardim e piscina em Galamares, Sintra",Moradia,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",670.0,11800
ARMAZÉM QUINTA BELOURA 1320m2 ABC,Armazém,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",1320.0,11750
Armazém para arrendar no Linhó - Sintra,Armazém,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",1321.0,11735
Escritório Arrendamento Lisboa,Escritório,Desconhecido,Campolide,Lisboa,628.0,11620
Escritório/Sala/Espaco para arquivo,Escritório,Desconhecido,Benfica,Lisboa,12.67,230
"Moradia, 4 quartos, Lisboa, Restelo Estádio",Moradia,Desconhecido,Belém,Lisboa,752.0,20000
Trespasse Barbearia Matosinhos,Loja,Matosinhos e Leça da Palmeira,Matosinhos,Porto,55.0,20000
"Apartamento T3 sem móveis, novo a estrear, inserido em co...",Apartamento,Cascais e Estoril,Cascais,Lisboa,357.0,20000
Moradia de luxo na Biscaia - Cascais,Moradia,Alcabideche,Cascais,Lisboa,520.0,20000
Moradia para arrendamento | Av. Almirante Gago Coutinho,Moradia,Desconhecido,Alvalade,Lisboa,775.0,20000
"Edifício de escritórios e comércio, Zona Empresarial do P...",Escritório,Desconhecido,Ramalde,Porto,2540.0,20000
Prédio  para arrendamento,Loja,Desconhecido,Santo António,Lisboa,668.0,20000
Traspasse de café.,Escritório,Desconhecido,Odivelas,Lisboa,40.0,20000
ARMAZÉM SERVIÇOS E COMERCIO - RAMALDE,Armazém,Desconhecido,Ramalde,Porto,5000.0,20000
Armazém  para arrendamento,Armazém,Desconhecido,Vila Franca de Xira,Lisboa,2180.0,20000
"Armazém com cerca de 2000 m2 área coberta, Zona Indústrial do Porto",Armazém,São Mamede de Infesta e Senhora da Hora,Matosinhos,Porto,2000.0,20000
Apartamento T3 para arrendamento,Apartamento,Cascais e Estoril,Cascais,Lisboa,305.0,20000
"Loja / Estabelecimento Comercial em Lisboa de 23,00 m2",Loja,Alcabideche,Cascais,Lisboa,23.0,20000
"Apartamento duplex T5, em condomínio com piscina, no Estoril",Apartamento,Cascais e Estoril,Cascais,Lisboa,311.0,20000
Escritórios | José Malhoa 11,Escritório,Desconhecido,Campolide,Lisboa,1072.23,20372
Armazém para arrendar em setúbal,Armazém,Setúbal (São Julião,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal,5820.0,20952
"Armazém, Instalações industriais 7000m2. Portugal, Aveiro, S. João ...",Armazém,S. João da Madeira,São João da Madeira,Aveiro,7000.0,21000
ARRENDAR Excelente Armazém industrial de Sacavém Prior Velho,Armazém,Sacavém e Prior Velho,Loures,Lisboa,2093.0,21000
Escritório  para arrendamento,Escritório,Aldoar,Foz do Douro e Nevogilde,Porto,1220.9,21000
Escritório  para arrendamento,Escritório,Aldoar,Foz do Douro e Nevogilde,Porto,1220.9,21000
Armazém 2700 m2 com 3 pisos com monta auto Prior Velho,Armazém,Sacavém e Prior Velho,Loures,Lisboa,2700.0,21000
Loja / Escritório Centro de Macedo de Cavaleiros + Luz natural,Loja,Desconhecido,Macedo de Cavaleiros,Bragança,11.0,100
Alugar Ginásio e Espaço de Práticas Desportivas,Escritório,Seixal,Arrentela e Aldeia de Paio Pires,"Seixal, Setúbal",80.0,100
Loja em Fafe,Loja,Desconhecido,Fafe,Braga,15.0,100
Gabinete Terapeutico - Pacote FIXO de MANHÃ Centro de Lisboa,Escritório,Desconhecido,Santo António,Lisboa,25.0,100
Armazém c/ 2.000m2 – Carregado,Armazém,Carregado e Cadafais,Alenquer,Lisboa,2000.0,8200
"Armazém Industrial, Vale Tripeiro, Benavente, 2.000m2",Armazém,Desconhecido,Benavente,Santarém,2000.0,5200
"ARMAZÉM com LICENÇA de UTILIZAÇÃO INDUSTRIAL. 
2.000 m2 ...",Armazém,Santiago dos Velhos,Arruda dos Vinhos,Lisboa,2000.0,9900
"ARMAZÉM com LICENÇA de UTILIZAÇÃO INDUSTRIAL. 
2.000 m2 ...",Armazém,Vialonga,Vila Franca de Xira,Lisboa,2000.0,9900
ARRENDA-SE PAVILHÃO 2000M2 NA ZONA INDUSTRIAL DE ÂNCORA,Loja,Vila Praia de Âncora,Caminha,Viana do Castelo,2000.0,3700
Arrendo gabinete,Escritório,Desconhecido,Ajuda,Lisboa,2000.0,300
Armazém para arrendar no Carregado,Armazém,Carregado e Cadafais,Alenquer,Lisboa,2000.0,8200
Armazém com 2000m2,Armazém,Desconhecido,Marrazes e Barosa,Leiria,2000.0,6600
Arrendar Armazém 2000 m2  licença Industrial Sintra,Armazém,São João das Lampas e Terrugem,Sintra,Lisboa,2000.0,12000
Arrendar excelente armazém  2020m2 licenças Sintra,Armazém,Almargem do Bispo,Pêro Pinheiro e Montelavar,"Sintra, Lisboa",2000.0,8000
armazém 2000m2 Altura 8m Circula Tires Pero Pinheiro Sintra,Armazém,Almargem do Bispo,Pêro Pinheiro e Montelavar,"Sintra, Lisboa",2000.0,10000
Ar. 2000m2 lote 10000m2 duas p. rolantes 5 To. Pero Pinheiro Sintra,Armazém,Almargem do Bispo,Pêro Pinheiro e Montelavar,"Sintra, Lisboa",2000.0,13000
armazém em pero-pinheiro Sintra | by goldvillage,Armazém,Almargem do Bispo,Pêro Pinheiro e Montelavar,"Sintra, Lisboa",2000.0,8000
"armazém novo a estrear área 2000m2 | altura 7,5m escritór...",Armazém,São João das Lampas e Terrugem,Sintra,Lisboa,2000.0,12250
Armazém | 2000m2 | altura 4m | Portela Sacavém Lisboa,Armazém,Moscavide e Portela,Loures,Lisboa,2000.0,10000
Arrendar Loja Lisboa | 58 m2 | Av. Afonso Costa | © Cluttons,Loja,Desconhecido,Areeiro,Lisboa,58.0,1150
Apartamento T3 para arrendar em Alvalade,Apartamento,Desconhecido,Alvalade,Lisboa,65.0,1800
Apartamento T1 para arrendamento,Apartamento,Desconhecido,Santa Clara,Lisboa,50.0,1250
"Amplo T2 com cozinha totalmente equipada, arrecadação e lugar de garag",Apartamento,Desconhecido,Marvila,Lisboa,90.0,1500
Apartamento T2 para arrendamento,Apartamento,São Domingos de Rana,Cascais,Lisboa,83.5,1350
Apartamento T2 para arrendar no Junqueiro,Apartamento,Carcavelos e Parede,Cascais,Lisboa,68.0,1600
"Apartamento T2 com Terraço e Garagem Box em Atibá - Alcabideche, Casca",Apartamento,Alcabideche,Cascais,Lisboa,90.0,1750
"Apartamento totalmente remodelado. Em zona privilegiada, Ajuda.",Apartamento,Desconhecido,Ajuda,Lisboa,55.0,1500
"Abrunheira. Fantástico apartamento de 2 assoalhadas,condomínio fechado",Apartamento,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",85.0,810
Apartamento T6 para arrendamento,Apartamento,Desconhecido,Areeiro,Lisboa,170.0,2450
T2+1 Totalmente Renovado,Apartamento,Desconhecido,Beato,Lisboa,63.0,1450
T3 Duplex na Lapa com Jardim Privado de 45m2,Apartamento,Desconhecido,Estrela,Lisboa,90.0,2950
Apartamento T3 | Arrendar | Leça da Palmeira | Varanda | Garagem,Apartamento,Matosinhos e Leça da Palmeira,Matosinhos,Porto,150.0,1550
"Escritório  Arrendamento em Matosinhos e Leça da Palmeira,Matosinhos",Escritório,Matosinhos e Leça da Palmeira,Matosinhos,Porto,22.0,350
Excelente Oportunidade de Arrendamento no Parque das Nações,Apartamento,Desconhecido,Parque das Nações,Lisboa,125.0,2500
Apartamento T4 para arrendamento,Apartamento,Desconhecido,Estrela,Lisboa,157.0,3600
Apartamento T3 para arrendamento,Apartamento,Desconhecido,Carnide,Lisboa,100.0,1800
Apartamento T2 para arrendamento,Apartamento,Alverca do Ribatejo e Sobralinho,Vila Franca de Xira,Lisboa,134.0,1700
Apartamento T1 para arrendamento,Apartamento,Desconhecido,Beato,Lisboa,55.0,1200
Moradia T3 no monte em Santo André!,Moradia,Santo André,Santiago do Cacém,Setúbal,135.0,1500
Apartamento T2 para arrendamento,Apartamento,Buarcos e São Julião,Figueira da Foz,Coimbra,71.0,790
T0 para Arrendamento Rua de Gondarém,Apartamento,Aldoar,Foz do Douro e Nevogilde,Porto,40.0,790
Apartamento T3 -Fonte Nova -Aveiro,Apartamento,Desconhecido,Glória e Vera Cruz,Aveiro,218.0,1550
Escritório/Loja em Queluz de Baixo,Escritório,Barcarena,Oeiras,Lisboa,222.0,1850
Acesso com tudo incluído a espaço de coworking em Avenida da Liberdade,Escritório,Desconhecido,Santo António,Lisboa,10.0,141
Gabinetes de Consultas MDS,Escritório,Desconhecido,Lordelo do Ouro e Massarelos,Porto,12.0,143
Escritórios independentes - Excelente localização,Escritório,Desconhecido,Glória e Vera Cruz,Aveiro,10.0,145
Alugamos mini armazéns 10 m2 - Aproveite a nossa campanha,Armazém,Póvoa de Santo Adrião e Olival Basto,Odivelas,Lisboa,10.0,148
Acesso completo a espaços de coworking em Amoreiras Palace,Escritório,Desconhecido,Campo de Ourique,Lisboa,10.0,149
Escritório - Avenida da Liberdade - Braga,Escritório,Desconhecido,Braga (São José de São Lázaro e São João do Souto),Braga,20.0,149
Apartamento T2 para arrendamento,Apartamento,Desconhecido,Penha de França,Lisboa,72.0,2000
Escritório mobilado na Baía do Seixal - Seixal,Escritório,Seixal,Arrentela e Aldeia de Paio Pires,"Seixal, Setúbal",60.0,850
EXCELENTE PAVILHÃO - 500M2 c/ MEZANINE  CONDOMINIO PRIVADO - Rio de...,Armazém,Rio de Mouro,Sintra,Lisboa,500.0,3750
Moradia T4 para arrendamento,Moradia,Desconhecido,Sequeira,Braga,300.0,1300
"200m2 para Restauração, Comércio ou Serviços",Loja,Desconhecido,Glória e Vera Cruz,Aveiro,200.0,2500
Apartamento T5 para arrendamento,Apartamento,Desconhecido,Santo António dos Olivais,Coimbra,165.48,1200
Armazém  para arrendamento,Armazém,Travassô e Óis da Ribeira,Águeda,Aveiro,1000.0,3000
Loja  para arrendamento,Loja,Montijo e Afonsoeiro,Montijo,Setúbal,102.0,1000
Escritório mobilado com vista rio na Baía do Seixal - Seixal,Escritório,Seixal,Arrentela e Aldeia de Paio Pires,"Seixal, Setúbal",15.0,275
Apartamento T1 remodelado - Murtal - Parede,Apartamento,Carcavelos e Parede,Cascais,Lisboa,62.0,775
T2 Caldas da Rainha - Nossa Senhora do Pópulo,Apartamento,Caldas da Rainha - Nossa Senhora do Pópulo,Coto e São Gregório,"Caldas da Rainha, Leiria",102.0,800
T3 Real BRAGA (Parretas),Apartamento,Real,Dume e Semelhe,Braga,116.0,1000
Fabuloso apartamento T3 com uma área bruta total de 202m2,Apartamento,Desconhecido,Alvalade,Lisboa,154.0,2600
Aluguer vivenda r/c,Moradia,Desconhecido,Miranda do Corvo,Coimbra,100.0,300
T2+1 Marquês de Pombal,Apartamento,Desconhecido,Santo António,Lisboa,85.0,1600
Moradia T3 para arrendamento,Moradia,Landal,Caldas da Rainha,Leiria,122.0,750
T3 Cruz Quebrada-Dafundo com vista Rio,Apartamento,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",120.0,3300
Loja com 22m2 no CC Mouras! Ótima localização com montra para o exteri,Loja,Desconhecido,Lumiar,Lisboa,22.0,700
Apartamento Soltroia T1+1 a um minuto do rio e 5 mins da praia,Apartamento,Comporta,Alcácer do Sal,Setúbal,70.0,2500
Arrendamento de Apartamento T3 | Afonsoeiro/ Montijo,Apartamento,Montijo e Afonsoeiro,Montijo,Setúbal,99.0,1200
Mini mercado centro de Matosinhos,Escritório,Matosinhos e Leça da Palmeira,Matosinhos,Porto,70.0,500
Apartamento T3 para arrendar,Apartamento,Pampilhosa,Mealhada,Aveiro,100.0,550
Loja  para arrendamento,Loja,Tomar (São João Baptista) e Santa Maria dos Olivais,Tomar,Santarém,115.0,1000
Escritório em Miraflores,Escritório,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",1047.0,11520
Escritório Arrendamento Oeiras,Escritório,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",1047.0,11517
Armazém para arrendar em Aveiras de Cima,Armazém,Aveiras de Cima,Azambuja,Lisboa,2570.0,11500
T3 triplex em condomínio fechado na Lapa,Apartamento,Desconhecido,Estrela,Lisboa,200.0,11500
"Apartamento T3+1 triplex para arrendamento mobilado na Estrela, Lisboa",Apartamento,Desconhecido,Estrela,Lisboa,214.98,11500
Armazém industrial em Arruda dos Vinhos,Armazém,Desconhecido,Arruda dos Vinhos,Lisboa,3207.0,11500
Escritório | Augusta 237,Escritório,Desconhecido,Santa Maria Maior,Lisboa,457.5,11437
Armazém Industrial 4500m2 para arrendar na Trofa,Armazém,Bougado (São Martinho e Santiago),Trofa,Porto,4500.0,11250
"Escritórios no Aviz, Porto",Escritório,Aldoar,Foz do Douro e Nevogilde,Porto,707.0,11100
Escritório - Edifício Aviz - Boavista,Escritório,Desconhecido,Ramalde,Porto,740.0,11100
Escritório | Augusta 237,Escritório,Desconhecido,Santa Maria Maior,Lisboa,442.9,11072
Arrendar Armazém Alfragide | 1.697 m2 | Edifício Stern | Piso 0,Armazém,Alfragide,Amadora,Lisboa,1697.0,11030
Armazém + Escritórios | 2.243 m2 | Cascais | Cluttons,Escritório,São Domingos de Rana,Cascais,Lisboa,2243.0,11025
Armazém p/ logística – Z. I. Águeda Sul,Armazém,Águeda e Borralha,Águeda,Aveiro,3700.0,11000
Armazém c/ 3.800m2 – Z. I. Águeda Sul,Armazém,Águeda e Borralha,Águeda,Aveiro,3800.0,11000
Armazém Industrial C/3000M2 Parque Industrial Arrifana,Armazém,Arrifana,Santa Maria da Feira,Aveiro,3000.0,11000
Armazém Industrial C/3000M2 Parque Industrial Arrifana,Armazém,Arrifana,Santa Maria da Feira,Aveiro,3000.0,11000
Moradia T5 para arrendamento,Moradia,Oeiras e São Julião da Barra,Paço de Arcos e Caxias,"Oeiras, Lisboa",243.0,11000
"Armazém P/ Arrendamento, Sete Casas, Loures, 2.400 m2",Armazém,Desconhecido,Loures,Lisboa,2400.0,11000
"Loja, Loures, 1.200 m2",Loja,Desconhecido,Loures,Lisboa,1200.0,11000
Armazém  no Porto Alto (Estrada Nacional 10),Armazém,Samora Correia,Benavente,Santarém,2000.0,11000
T4 flat for rent in rua Fernão Lopes,Apartamento,Desconhecido,Arroios,Lisboa,346.0,11000
"Moradia T4 com piscina e jardim em Barcarena, Oeiras",Moradia,Barcarena,Oeiras,Lisboa,511.0,10900
Moradia na Quinta da Penha Longa,Moradia,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",430.0,18000
Escritório | Infante Santo 2,Escritório,Desconhecido,Estrela,Lisboa,974.2,18509
Loja em Entrecampos,Loja,Desconhecido,Avenidas Novas,Lisboa,930.0,18600
"Stand Alone, Arrendamento, Vila do Conde",Loja,Desconhecido,Vila do Conde,Porto,1708.0,18800
Escritório | Duque de Palmela 37,Escritório,Desconhecido,Santo António,Lisboa,725.13,18853
Armazém Logístico Murtede - Coimbra,Armazém,Murtede,Cantanhede,Coimbra,5040.0,18900
Armazém Logístico Murtede - Coimbra,Armazém,Murtede,Cantanhede,Coimbra,5040.0,18900
Excelente Escritório de 1739m2 com elevada qualidade em E...,Escritório,Desconhecido,Avenidas Novas,Lisboa,1739.0,19000
Escritório Arrendamento Lisboa,Escritório,Desconhecido,Avenidas Novas,Lisboa,1739.0,19000
Espaço de escritórios ou espaço polivalente com 1.739m2 na Rua Soei...,Escritório,Desconhecido,Avenidas Novas,Lisboa,1739.0,19000
"Moradia T5 com jardim e piscina na Quinta Patino, Estoril",Moradia,Alcabideche,Cascais,Lisboa,547.0,19000
Armazém com 5800 m2,Armazém,Desconhecido,Marrazes e Barosa,Leiria,5700.0,19140
Armazém Indústria / Armazém,Armazém,Desconhecido,Marrazes e Barosa,Leiria,5800.0,19140
Escritório Praça da Galiza,Escritório,Desconhecido,Lordelo do Ouro e Massarelos,Porto,1310.0,19350
Escritório Praça da Galiza,Escritório,Desconhecido,Lordelo do Ouro e Massarelos,Porto,1310.0,19350
Escritórios da Antiga Bolsa de Valores de Lisboa,Escritório,Desconhecido,Avenidas Novas,Lisboa,1739.0,19395
"Ótimos Armazéns + Escritórios em Milheirós Maia, Total 2600m2",Armazém,Milheirós,Maia,Porto,2600.0,19500
"Parque Industrial, Ramalhal, Torres Vedras 13.703 m2",Armazém,Ramalhal,Torres Vedras,Lisboa,13703.0,19500
"Armazém + Escritórios - Milheirós , Maia",Armazém,Milheirós,Maia,Porto,2600.0,19500
"Escritórios + Armazém - Milheirós , Maia",Escritório,Milheirós,Maia,Porto,2600.0,19500
"Excelente moradia na Av. Condes de Barcelona, no coração ...",Moradia,Cascais e Estoril,Cascais,Lisboa,784.0,19800
Loja para Trespasse na Gafanha da Nazaré,Loja,Gafanha da Nazaré,Ílhavo,Aveiro,35.0,19950
Armazém c/ área administrativa – Z. I. Águeda Sul,Armazém,Águeda e Borralha,Águeda,Aveiro,2000.0,6000
Armazém Indústria / Armazém,Armazém,Desconhecido,Marrazes e Barosa,Leiria,2000.0,6600
"Armazém com cerca de 2000 m2 área coberta, Zona Indústrial do Porto",Armazém,São Mamede de Infesta e Senhora da Hora,Matosinhos,Porto,2000.0,20000
Consultório clinica Medicina - Porto Bessa Leite,Escritório,Desconhecido,Lordelo do Ouro e Massarelos,Porto,13.0,70
