CONCELHO,CÓDIGO,FREGUESIA
RIO MAIOR,141408,RIO MAIOR
RIO MAIOR,141410,ASSEICEIRA
RIO MAIOR,141411,SAO SEBASTIAO
RIO MAIOR,141415,AZAMBUJEIRA
RIO MAIOR,141416,MARMELEIRA
RIO MAIOR,141417,OUTEIRO DA CORTICADA
RIO MAIOR,141418,SAO JOAO DA RIBEIRA
SABROSA,171001,CELEIROS
SABROSA,171002,COVAS DO DOURO
SABROSA,171004,GOUVINHAS
SABROSA,171005,PARADA DE PINHAO
SABROSA,171007,PACOS
SABROSA,171009,SABROSA
SABROSA,171011,SAO LOURENCO DE RIBAPINHAO
SABROSA,171013,SOUTO MAIOR
SABROSA,171014,TORRE DO PINHAO
SABROSA,171015,VILARINHO DE SAO ROMAO
SABROSA,171016,PROVESENDE
SABROSA,171017,SAO MARTINHO DE ANTAS
SABUGAL,91101,AGUAS BELAS
SABUGAL,91102,ALDEIA DO BISPO
SABUGAL,91103,ALDEIA DA PONTE
SABUGAL,91106,ALDEIA VELHA
SABUGAL,91107,ALFAIATES
SABUGAL,91109,BARACAL
SABUGAL,91110,BENDADA
SABUGAL,91111,BISMULA
SABUGAL,91112,CASTELEIRO
SABUGAL,91113,CERDEIRA
SABUGAL,91114,FOIOS
SABUGAL,91118,MALCATA
SABUGAL,91120,NAVE
SABUGAL,91123,QUADRAZAIS
SABUGAL,91124,QUINTAS DE SAO BARTOLOMEU
SABUGAL,91125,RAPOULA DO COA
SABUGAL,91126,REBOLOSA
SABUGAL,91127,RENDO
SABUGAL,91133,SORTELHA
SABUGAL,91134,SOUTO
SABUGAL,91136,VALE DE ESPINHO
SABUGAL,91138,VILA BOA
SABUGAL,91139,VILA DO TOURO
SABUGAL,91141,ALDEIA DA RIBEIRA
SABUGAL,91142,LAJEOSA
SABUGAL,91143,POUSAFOLES DO BISPO
SABUGAL,91144,RUVINA
SABUGAL,91145,SABUGAL
SABUGAL,91146,SANTO ESTEVAO
SABUGAL,91147,SEIXO DO COA
SALVATERRA DE MAGOS,141502,MARINHAIS
SALVATERRA DE MAGOS,141503,MUGE
SALVATERRA DE MAGOS,141507,GLORIA DO RIBATEJO
SALVATERRA DE MAGOS,141508,SALVATERRA DE MAGOS
SANTA COMBA DAO,181403,PINHEIRO DE AZERE
SANTA COMBA DAO,181405,SAO JOANINHO
SANTA COMBA DAO,181406,SAO JOAO DE AREIAS
SANTA COMBA DAO,181410,OVOA
SANTA COMBA DAO,181411,SANTA COMBA DAO
SANTA COMBA DAO,181412,TREIXEDO
SANTA CRUZ,310802,CAMACHA
SANTA CRUZ,310803,CANICO
SANTA CRUZ,310804,GAULA
SANTA CRUZ,310805,SANTA CRUZ
SANTA CRUZ,310806,SANTO ANTONIO DA SERRA
SANTA CRUZ DA GRACIOSA,440101,GUADALUPE
SANTA CRUZ DA GRACIOSA,440102,LUZ
SANTA CRUZ DA GRACIOSA,440103,SAO MATEUS
SANTA CRUZ DA GRACIOSA,440104,SANTA CRUZ DA GRACIOSA
SANTA CRUZ DAS FLORES,480201,CAVEIRA
SANTA CRUZ DAS FLORES,480202,CEDROS
SANTA CRUZ DAS FLORES,480203,PONTA DELGADA
SANTA CRUZ DAS FLORES,480204,SANTA CRUZ DAS FLORES
SANTA MARIA DA FEIRA,10901,ARGONCILHE
SANTA MARIA DA FEIRA,10902,ARRIFANA
SANTA MARIA DA FEIRA,10904,ESCAPAES
SANTA MARIA DA FEIRA,10907,FIAES
SANTA MARIA DA FEIRA,10908,FORNOS
SANTA MARIA DA FEIRA,10913,LOUROSA
SANTA MARIA DA FEIRA,10914,MILHEIROS DE POIARES
SANTA MARIA DA FEIRA,10916,MOZELOS
SANTA MARIA DA FEIRA,10917,NOGUEIRA DA REGEDOURA
SANTA MARIA DA FEIRA,10918,SAO PAIO DE OLEIROS
SANTA MARIA DA FEIRA,10919,PACOS DE BRANDAO
SANTA MARIA DA FEIRA,10921,RIO MEAO
SANTA MARIA DA FEIRA,10922,ROMARIZ
SANTA MARIA DA FEIRA,10924,SANGUEDO
SANTA MARIA DA FEIRA,10925,SANTA MARIA DE LAMAS
SANTA MARIA DA FEIRA,10926,SAO JOAO DE VER
SANTA MARIA DA FEIRA,10932,CALDAS DE SAO JORGE
SANTA MARIA DA FEIRA,10933,CANEDO
SANTA MARIA DA FEIRA,10934,LOBAO
SANTA MARIA DA FEIRA,10935,SANTA MARIA DA FEIRA
SANTA MARIA DA FEIRA,10936,SAO MIGUEL DO SOUTO
SANTA MARTA DE PENAGUIAO,171101,ALVACOES DO CORGO
SANTA MARTA DE PENAGUIAO,171102,CUMIEIRA
SANTA MARTA DE PENAGUIAO,171103,FONTES
SANTA MARTA DE PENAGUIAO,171106,MEDROES
SANTA MARTA DE PENAGUIAO,171110,SEVER
SANTA MARTA DE PENAGUIAO,171111,LOBRIGOS
SANTA MARTA DE PENAGUIAO,171112,LOUREDO
SANTANA,310901,ARCO DE SAO JORGE
SANTANA,310902,FAIAL
SANTANA,310903,SANTANA
SANTANA,310904,SAO JORGE
SANTANA,310905,SAO ROQUE DO FAIAL
SANTANA,310906,ILHA
SANTAREM,141601,ABITUREIRAS
SANTAREM,141602,ABRA
SANTAREM,141604,ALCANEDE
SANTAREM,141605,ALCANHOES
SANTAREM,141606,ALMOSTER
SANTAREM,141607,AMIAIS DE BAIXO
SANTAREM,141608,ARNEIRO DAS MILHARICAS
SANTAREM,141613,MOCARRIA
SANTAREM,141614,PERNES
SANTAREM,141616,POVOA DA ISENTA
SANTAREM,141625,VALE DE SANTAREM
SANTAREM,141628,GANCARIA
SANTAREM,141629,ACHETE
SANTAREM,141630,AZOIA DE CIMA
SANTAREM,141631,CASEVEL
SANTAREM,141632,ROMEIRA
SANTAREM,141633,SANTAREM
SANTAREM,141634,SAO VICENTE DO PAUL
SANTIAGO DO CACEM,150901,ABELA
SANTIAGO DO CACEM,150902,ALVALADE
SANTIAGO DO CACEM,150903,CERCAL
SANTIAGO DO CACEM,150904,ERMIDAS-SADO
SANTIAGO DO CACEM,150907,SANTO ANDRE
SANTIAGO DO CACEM,150910,SAO FRANCISCO DA SERRA
SANTIAGO DO CACEM,150912,SANTIAGO DO CACEM
SANTIAGO DO CACEM,150913,SAO DOMINGOS
SANTO TIRSO,131401,AGRELA
SANTO TIRSO,131402,AGUA LONGA
SANTO TIRSO,131405,AVES
SANTO TIRSO,131413,MONTE CORDOVA
SANTO TIRSO,131416,REBORDOES
SANTO TIRSO,131418,REGUENGA
SANTO TIRSO,131419,RORIZ
SANTO TIRSO,131430,NEGRELOS
SANTO TIRSO,131432,VILARINHO
SANTO TIRSO,131433,AREIAS
SANTO TIRSO,131434,CAMPO
SANTO TIRSO,131435,CARREIRA
SANTO TIRSO,131436,LAMELAS
SANTO TIRSO,131437,SANTO TIRSO
SAO BRAS DE ALPORTEL,81201,SAO BRAS DE ALPORTEL
SAO JOAO DA MADEIRA,11601,SAO JOAO DA MADEIRA
SAO JOAO DA PESQUEIRA,181501,CASTANHEIRO DO SUL
SAO JOAO DA PESQUEIRA,181502,ERVEDOSA DO DOURO
SAO JOAO DA PESQUEIRA,181504,NAGOZELO DO DOURO
SAO JOAO DA PESQUEIRA,181505,PAREDES DA BEIRA
SAO JOAO DA PESQUEIRA,181507,RIODADES
SAO JOAO DA PESQUEIRA,181509,SOUTELO DO DOURO
SAO JOAO DA PESQUEIRA,181511,VALE DE FIGUEIRA
SAO JOAO DA PESQUEIRA,181512,VALONGO DOS AZEITES
SAO JOAO DA PESQUEIRA,181515,SAO JOAO DA PESQUEIRA
SAO JOAO DA PESQUEIRA,181516,TREVOES
SAO JOAO DA PESQUEIRA,181517,VILAROUCO
SAO PEDRO DO SUL,181602,BORDONHOS
SAO PEDRO DO SUL,181606,FIGUEIREDO DE ALVA
SAO PEDRO DO SUL,181607,MANHOUCE
SAO PEDRO DO SUL,181608,PINDELO DOS MILAGRES
SAO PEDRO DO SUL,181609,PINHO
SAO PEDRO DO SUL,181612,SAO FELIX
SAO PEDRO DO SUL,181615,SERRAZES
SAO PEDRO DO SUL,181616,SUL
SAO PEDRO DO SUL,181617,VALADARES
SAO PEDRO DO SUL,181619,VILA MAIOR
SAO PEDRO DO SUL,181620,CARVALHAIS
SAO PEDRO DO SUL,181621,SANTA CRUZ DA TRAPA
SAO PEDRO DO SUL,181622,SAO MARTINHO DAS MOITAS
SAO PEDRO DO SUL,181623,SAO PEDRO DO SUL
SAO ROQUE DO PICO,460301,PRAINHA
SAO ROQUE DO PICO,460302,SANTA LUZIA
SAO ROQUE DO PICO,460303,SANTO AMARO
SAO ROQUE DO PICO,460304,SANTO ANTONIO
SAO ROQUE DO PICO,460305,SAO ROQUE DO PICO
SAO VICENTE,311001,BOA VENTURA
SAO VICENTE,311002,PONTA DELGADA
SAO VICENTE,311003,SAO VICENTE
SARDOAL,141701,ALCARAVELA
SARDOAL,141702,SANTIAGO DE MONTALEGRE
SARDOAL,141703,SARDOAL
SARDOAL,141704,VALHASCOS
SATAO,181702,AVELAL
SATAO,181704,FERREIRA DE AVES
SATAO,181706,MIOMA
SATAO,181707,RIO DE MOINHOS
SATAO,181709,SAO MIGUEL DE VILA BOA
SATAO,181710,SATAO
SATAO,181711,SILVA DE CIMA
SATAO,181713,AGUAS BOAS
SATAO,181714,ROMAS
SEIA,91201,ALVOCO DA SERRA
SEIA,91205,GIRABOLHOS
SEIA,91207,LORIGA
SEIA,91208,PARANHOS
SEIA,91209,PINHANCOS
SEIA,91210,SABUGUEIRO
SEIA,91212,SANDOMIL
SEIA,91213,SANTA COMBA
SEIA,91216,SANTIAGO
SEIA,91219,SAZES DA BEIRA
SEIA,91221,TEIXEIRA
SEIA,91224,TRAVANCINHA
SEIA,91225,VALEZIM
SEIA,91228,VILA COVA A COELHEIRA
SEIA,91230,CARRAGOZELA
SEIA,91231,SAMEICE
SEIA,91232,SANTA MARINHA
SEIA,91233,SEIA
SEIA,91234,TORROZELO
SEIA,91235,TOURAIS
SEIA,91236,VIDE
SEIXAL,151002,AMORA
SEIXAL,151005,CORROIOS
SEIXAL,151006,FERNAO FERRO
SEIXAL,151007,SEIXAL
SERNANCELHE,181801,ARNAS
SERNANCELHE,181802,CARREGAL
SERNANCELHE,181803,CHOSENDO
SERNANCELHE,181804,CUNHA
SERNANCELHE,181806,FAIA
SERNANCELHE,181810,GRANJAL
SERNANCELHE,181811,LAMOSA
SERNANCELHE,181814,QUINTELA
SERNANCELHE,181817,VILA DA PONTE
SERNANCELHE,181818,FERREIRIM
SERNANCELHE,181819,FONTE ARCADA
SERNANCELHE,181820,PENSO
SERNANCELHE,181821,SERNANCELHE
SERPA,21302,BRINCHES
SERPA,21303,PIAS
SERPA,21307,VILA VERDE DE FICALHO
SERPA,21308,SERPA
SERPA,21309,VILA NOVA DE SAO BENTO
SERTA,50901,CABECUDO
SERTA,50902,CARVALHAL
SERTA,50903,CASTELO
SERTA,50911,PEDROGAO PEQUENO
SERTA,50912,SERTA
SERTA,50913,TROVISCAL
SERTA,50914,VARZEA DOS CAVALEIROS
SERTA,50915,CERNACHE DO BONJARDIM
SERTA,50916,CUMEADA
SERTA,50917,ERMIDA
SESIMBRA,151101,SESIMBRA
SESIMBRA,151103,QUINTA DO CONDE
SETUBAL,151205,SETUBAL
SETUBAL,151207,GAMBIA-PONTES-ALTO DA GUERRA
SETUBAL,151208,SADO
SETUBAL,151209,AZEITAO
SEVER DO VOUGA,11702,COUTO DE ESTEVES
SEVER DO VOUGA,11704,PESSEGUEIRO DO VOUGA
SEVER DO VOUGA,11705,ROCAS DO VOUGA
SEVER DO VOUGA,11706,SEVER DO VOUGA
SEVER DO VOUGA,11708,TALHADAS
SEVER DO VOUGA,11710,CEDRIM
SEVER DO VOUGA,11711,SILVA ESCURA
SILVES,81303,ARMACAO DE PERA
SILVES,81305,SAO BARTOLOMEU DE MESSINES
SILVES,81306,SAO MARCOS DA SERRA
SILVES,81307,SILVES
SILVES,81309,ALCANTARILHA
SILVES,81310,ALGOZ
SINES,151301,SINES
SINES,151302,PORTO COVO
SINTRA,111102,ALGUEIRAO-MEM MARTINS
SINTRA,111105,COLARES
SINTRA,111108,RIO DE MOURO
SINTRA,111115,CASAL DE CAMBRA
SINTRA,111122,AGUALVA
SINTRA,111123,ALMARGEM DO BISPO
SINTRA,111124,CACEM
SINTRA,111125,MASSAMA
SINTRA,111126,QUELUZ
SINTRA,111127,SAO JOAO DAS LAMPAS
SINTRA,111128,SINTRA
SOBRAL DE MONTE AGRACO,111201,SANTO QUINTINO
SOBRAL DE MONTE AGRACO,111202,SAPATARIA
SOBRAL DE MONTE AGRACO,111203,SOBRAL DE MONTE AGRACO
SOURE,61501,ALFARELOS
SOURE,61504,FIGUEIRO DO CAMPO
SOURE,61506,GRANJA DO ULMEIRO
SOURE,61508,SAMUEL
SOURE,61509,SOURE
SOURE,61510,TAPEUS
SOURE,61511,VILA NOVA DE ANCOS
SOURE,61512,VINHA DA RAINHA
SOURE,61513,DEGRACIAS
SOURE,61514,GESTEIRA
SOUSEL,121501,CANO
SOUSEL,121502,CASA BRANCA
SOUSEL,121503,SANTO AMARO
SOUSEL,121504,SOUSEL
TABUA,61602,CANDOSA
TABUA,61603,CARAPINHA
TABUA,61608,MIDOES
TABUA,61609,MOURONHO
TABUA,61611,POVOA DE MIDOES
TABUA,61612,SAO JOAO DA BOA VISTA
TABUA,61614,TABUA
TABUA,61616,AZERE
TABUA,61617,COVAS
TABUA,61618,ESPARIZ
TABUA,61619,PINHEIRO DE COJA
TABUACO,181901,ADORIGO
TABUACO,181902,ARCOS
TABUACO,181904,CHAVAES
TABUACO,181905,DESEJOSA
TABUACO,181906,GRANJA DO TEDO
TABUACO,181908,LONGA
TABUACO,181913,SENDIM
TABUACO,181914,TABUACO
TABUACO,181917,VALENCA DO DOURO
TABUACO,181918,BARCOS
TABUACO,181919,PARADELA
TABUACO,181920,PINHEIROS
TABUACO,181921,TAVORA
TAROUCA,182004,MONDIM DA BEIRA
TAROUCA,182005,SALZEDAS
TAROUCA,182006,SAO JOAO DE TAROUCA
TAROUCA,182009,VARZEA DA SERRA
TAROUCA,182011,GOUVIAES
TAROUCA,182012,GRANJA NOVA
TAROUCA,182013,TAROUCA
TAVIRA,81401,CACHOPO
TAVIRA,81404,SANTA CATARINA DA FONTE DO BISPO
TAVIRA,81408,SANTA LUZIA
TAVIRA,81410,CONCEICAO
TAVIRA,81411,LUZ DE TAVIRA
TAVIRA,81412,TAVIRA
TERRAS DE BOURO,31001,BALANCA
TERRAS DE BOURO,31003,CAMPO DO GERES
TERRAS DE BOURO,31004,CARVALHEIRA
TERRAS DE BOURO,31008,COVIDE
TERRAS DE BOURO,31009,GONDORIZ
TERRAS DE BOURO,31010,MOIMENTA
TERRAS DE BOURO,31012,RIBEIRA
TERRAS DE BOURO,31013,RIO CALDO
TERRAS DE BOURO,31014,SOUTO
TERRAS DE BOURO,31015,VALDOSENDE
TERRAS DE BOURO,31017,VILAR DA VEIGA
TERRAS DE BOURO,31018,CHAMOIM
TERRAS DE BOURO,31019,CHORENSE
TERRAS DE BOURO,31020,CIBOES
TOMAR,141802,ASSEICEIRA
TOMAR,141804,CARREGUEIROS
TOMAR,141808,OLALHAS
TOMAR,141809,PAIALVO
TOMAR,141813,SAO PEDRO DE TOMAR
TOMAR,141814,SABACHEIRA
TOMAR,141817,ALEM DA RIBEIRA
TOMAR,141818,CASAIS
TOMAR,141819,MADALENA
TOMAR,141820,SERRA
TOMAR,141821,TOMAR
TONDELA,182102,CAMPO DE BESTEIROS
TONDELA,182103,CANAS DE SANTA MARIA
TONDELA,182105,CASTELOES
TONDELA,182106,DARDAVAZ
TONDELA,182107,FERREIROS DO DAO
TONDELA,182108,GUARDAO
TONDELA,182109,LAJEOSA DO DAO
TONDELA,182110,LOBAO DA BEIRA
TONDELA,182111,MOLELOS
TONDELA,182116,PARADA DE GONTA
TONDELA,182118,SANTIAGO DE BESTEIROS
TONDELA,182122,TONDA
TONDELA,182127,BARREIRO DE BESTEIROS
TONDELA,182128,CAPARROSA
TONDELA,182129,MOURAZ
TONDELA,182130,SAO JOAO DO MONTE
TONDELA,182131,SAO MIGUEL DO OUTEIRO
TONDELA,182132,TONDELA
TONDELA,182133,VILAR DE BESTEIROS
TORRE DE MONCORVO,40901,ACOREIRA
TORRE DE MONCORVO,40903,CABECA BOA
TORRE DE MONCORVO,40905,CARVICAIS
TORRE DE MONCORVO,40906,CASTEDO
TORRE DE MONCORVO,40909,HORTA DA VILARICA
TORRE DE MONCORVO,40910,LARINHO
TORRE DE MONCORVO,40911,LOUSA
TORRE DE MONCORVO,40913,MOS
TORRE DE MONCORVO,40916,TORRE DE MONCORVO
TORRE DE MONCORVO,40918,ADEGANHA
TORRE DE MONCORVO,40919,FELGAR
TORRE DE MONCORVO,40920,FELGUEIRAS
TORRE DE MONCORVO,40921,URROS
TORRES NOVAS,141902,ASSENTIZ
TORRES NOVAS,141904,CHANCELARIA
TORRES NOVAS,141909,PEDROGAO
TORRES NOVAS,141910,RIACHOS
TORRES NOVAS,141916,ZIBREIRA
TORRES NOVAS,141917,MEIA VIA
TORRES NOVAS,141918,BROGUEIRA
TORRES NOVAS,141919,OLAIA
TORRES NOVAS,141920,TORRES NOVAS
TORRES VEDRAS,111306,FREIRIA
TORRES VEDRAS,111310,PONTE DO ROL
TORRES VEDRAS,111311,RAMALHAL
TORRES VEDRAS,111314,SAO PEDRO DA CADEIRA
TORRES VEDRAS,111316,SILVEIRA
TORRES VEDRAS,111317,TURCIFAL
TORRES VEDRAS,111318,VENTOSA
TORRES VEDRAS,111321,A DOS CUNHADOS
TORRES VEDRAS,111322,CAMPELOS
TORRES VEDRAS,111323,CARVOEIRA
TORRES VEDRAS,111324,DOIS PORTOS
TORRES VEDRAS,111325,MAXIAL
TORRES VEDRAS,111326,TORRES VEDRAS
TRANCOSO,91301,ALDEIA NOVA
TRANCOSO,91303,CASTANHEIRA
TRANCOSO,91304,COGULA
TRANCOSO,91305,COTIMOS
TRANCOSO,91307,FIAES
TRANCOSO,91309,GRANJA
TRANCOSO,91310,GUILHEIRO
TRANCOSO,91311,MOIMENTINHA
TRANCOSO,91312,MOREIRA DE REI
TRANCOSO,91313,PALHAIS
TRANCOSO,91314,POVOA DO CONCELHO
TRANCOSO,91315,REBOLEIRO
TRANCOSO,91316,RIO DE MEL
TRANCOSO,91321,TAMANHOS
TRANCOSO,91325,VALDUJO
TRANCOSO,91330,FRECHES
TRANCOSO,91331,TORRE DO TERRENHO
TRANCOSO,91332,TRANCOSO
TRANCOSO,91333,VALE DO SEIXO
TRANCOSO,91334,VILA FRANCA DAS NAVES
TRANCOSO,91335,VILARES
TROFA,131806,COVELAS
TROFA,131808,MURO
TROFA,131809,ALVARELHOS
TROFA,131810,BOUGADO
TROFA,131811,CORONADO
VAGOS,11801,CALVAO
VAGOS,11804,GAFANHA DA BOA HORA
VAGOS,11805,OUCA
VAGOS,11807,SOSA
VAGOS,11810,SANTO ANDRE DE VAGOS
VAGOS,11812,FONTE DE ANGEAO
VAGOS,11813,PONTE DE VAGOS
VAGOS,11814,VAGOS
VALE DE CAMBRA,11901,AROES
VALE DE CAMBRA,11902,SAO PEDRO DE CASTELOES
VALE DE CAMBRA,11903,CEPELOS
VALE DE CAMBRA,11905,JUNQUEIRA
VALE DE CAMBRA,11906,MACIEIRA DE CAMBRA
VALE DE CAMBRA,11907,ROGE
VALE DE CAMBRA,11910,VILA CHA
VALENCA,160802,BOIVAO
VALENCA,160803,CERDAL
VALENCA,160805,FONTOURA
VALENCA,160806,FRIESTAS
VALENCA,160808,GANFEI
VALENCA,160812,SAO PEDRO DA TORRE
VALENCA,160816,VERDOEJO
VALENCA,160817,GANDRA
VALENCA,160818,GONDOMIL
VALENCA,160819,SAO JULIAO
VALENCA,160820,VALENCA
VALONGO,131501,ALFENA
VALONGO,131503,ERMESINDE
VALONGO,131505,VALONGO
VALONGO,131506,CAMPO
VALPACOS,171201,AGUA REVES
VALPACOS,171203,ALGERIZ
VALPACOS,171205,BOUCOAES
VALPACOS,171206,CANAVESES
VALPACOS,171209,ERVOES
VALPACOS,171211,FORNOS DO PINHAL
VALPACOS,171212,FRIOES
VALPACOS,171215,PADRELA
VALPACOS,171216,POSSACOS
VALPACOS,171217,RIO TORTO
VALPACOS,171219,SANTA MARIA DE EMERES
VALPACOS,171220,SANTA VALHA
VALPACOS,171221,SANTIAGO DA RIBEIRA DE ALHARIZ
VALPACOS,171222,SAO JOAO DA CORVEIRA
VALPACOS,171223,SAO PEDRO DE VEIGA DE LILA
VALPACOS,171224,SERAPICOS
VALPACOS,171227,VALES
VALPACOS,171229,VASSAL
VALPACOS,171230,VEIGA DE LILA
VALPACOS,171231,VILARANDELO
VALPACOS,171232,CARRAZEDO DE MONTENEGRO
VALPACOS,171233,LEBUCAO
VALPACOS,171234,SONIM
VALPACOS,171235,TINHELA
VALPACOS,171236,VALPACOS
VELAS,450201,MANADAS
VELAS,450202,NORTE GRANDE
VELAS,450203,ROSAIS
VELAS,450204,SANTO AMARO
VELAS,450205,URZELINA
VELAS,450206,VELAS
VENDAS NOVAS,71201,VENDAS NOVAS
VENDAS NOVAS,71202,LANDEIRA
VIANA DO ALENTEJO,71301,ALCACOVAS
VIANA DO ALENTEJO,71302,VIANA DO ALENTEJO
VIANA DO ALENTEJO,71303,AGUIAR
VIANA DO CASTELO,160901,AFIFE
VIANA DO CASTELO,160902,ALVARAES
VIANA DO CASTELO,160903,AMONDE
VIANA DO CASTELO,160904,ANHA
VIANA DO CASTELO,160905,AREOSA
VIANA DO CASTELO,160908,CARRECO
VIANA DO CASTELO,160910,CASTELO DO NEIVA
VIANA DO CASTELO,160911,DARQUE
VIANA DO CASTELO,160914,FREIXIEIRO DE SOUTELO
VIANA DO CASTELO,160915,LANHESES
VIANA DO CASTELO,160920,MONTARIA
VIANA DO CASTELO,160922,MUJAES
VIANA DO CASTELO,160923,SAO ROMAO DE NEIVA
VIANA DO CASTELO,160925,OUTEIRO
VIANA DO CASTELO,160926,PERRE
VIANA DO CASTELO,160928,SANTA MARTA DE PORTUZELO
VIANA DO CASTELO,160935,VILA FRANCA
VIANA DO CASTELO,160938,VILA DE PUNHE
VIANA DO CASTELO,160940,CHAFE
VIANA DO CASTELO,160941,BARROSELAS
VIANA DO CASTELO,160942,CARDIELOS
VIANA DO CASTELO,160943,GERAZ DO LIMA
VIANA DO CASTELO,160944,MAZAREFES
VIANA DO CASTELO,160945,NOGUEIRA
VIANA DO CASTELO,160946,SUBPORTELA
VIANA DO CASTELO,160947,TORRE
VIANA DO CASTELO,160948,VIANA DO CASTELO
VIDIGUEIRA,21401,PEDROGAO
VIDIGUEIRA,21402,SELMES
VIDIGUEIRA,21403,VIDIGUEIRA
VIDIGUEIRA,21404,VILA DE FRADES
VIEIRA DO MINHO,31105,CANTELAES
VIEIRA DO MINHO,31107,EIRA VEDRA
VIEIRA DO MINHO,31108,GUILHOFREI
VIEIRA DO MINHO,31109,LOUREDO
VIEIRA DO MINHO,31110,MOSTEIRO
VIEIRA DO MINHO,31111,PARADA DO BOURO
VIEIRA DO MINHO,31112,PINHEIRO
VIEIRA DO MINHO,31113,ROSSAS
VIEIRA DO MINHO,31115,SALAMONDE
VIEIRA DO MINHO,31118,TABUACAS
VIEIRA DO MINHO,31120,VIEIRA DO MINHO
VIEIRA DO MINHO,31122,ANISSO
VIEIRA DO MINHO,31123,ANJOS
VIEIRA DO MINHO,31124,CANICADA
VIEIRA DO MINHO,31125,RUIVAES
VIEIRA DO MINHO,31126,VENTOSA
VILA DA PRAIA DA VITORIA,430201,AGUALVA
VILA DA PRAIA DA VITORIA,430202,BISCOITOS
VILA DA PRAIA DA VITORIA,430203,CABO DA PRAIA
VILA DA PRAIA DA VITORIA,430204,FONTE DO BASTARDO
VILA DA PRAIA DA VITORIA,430205,FONTINHAS
VILA DA PRAIA DA VITORIA,430206,LAJES
VILA DA PRAIA DA VITORIA,430207,PRAIA DA VITORIA
VILA DA PRAIA DA VITORIA,430208,QUATRO RIBEIRAS
VILA DA PRAIA DA VITORIA,430209,SAO BRAS
VILA DA PRAIA DA VITORIA,430210,VILA NOVA
VILA DA PRAIA DA VITORIA,430211,PORTO MARTINS
VILA DE REI,51001,FUNDADA
VILA DE REI,51002,SAO JOAO DO PESO
VILA DE REI,51003,VILA DE REI
VILA DO BISPO,81501,BARAO DE SAO MIGUEL
VILA DO BISPO,81502,BUDENS
VILA DO BISPO,81504,SAGRES
VILA DO BISPO,81506,VILA DO BISPO
VILA DO CONDE,131602,ARVORE
VILA DO CONDE,131603,AVELEDA
VILA DO CONDE,131604,AZURARA
VILA DO CONDE,131607,FAJOZES
VILA DO CONDE,131610,GIAO
VILA DO CONDE,131611,GUILHABREU
VILA DO CONDE,131612,JUNQUEIRA
VILA DO CONDE,131613,LABRUGE
VILA DO CONDE,131614,MACIEIRA DA MAIA
VILA DO CONDE,131616,MINDELO
VILA DO CONDE,131617,MODIVAS
VILA DO CONDE,131627,VILA CHA
VILA DO CONDE,131628,VILA DO CONDE
VILA DO CONDE,131630,VILAR DE PINHEIRO
VILA DO CONDE,131631,BAGUNTE
VILA DO CONDE,131632,FORNELO
VILA DO CONDE,131633,MALTA
VILA DO CONDE,131634,RETORTA
VILA DO CONDE,131635,RIO MAU
VILA DO CONDE,131636,TOUGUINHA
VILA DO CONDE,131637,VILAR
VILA DO PORTO,410101,ALMAGREIRA
VILA DO PORTO,410102,SANTA BARBARA
VILA DO PORTO,410103,SANTO ESPIRITO
VILA DO PORTO,410104,SAO PEDRO
VILA DO PORTO,410105,VILA DO PORTO
VILA FLOR,41002,BENLHEVAI
VILA FLOR,41005,FREIXIEL
VILA FLOR,41009,ROIOS
VILA FLOR,41010,SAMOES
VILA FLOR,41011,SAMPAIO
VILA FLOR,41012,SANTA COMBA DE VILARICA
VILA FLOR,41013,SEIXO DE MANHOSES
VILA FLOR,41014,TRINDADE
VILA FLOR,41015,VALE FRECHOSO
VILA FLOR,41020,ASSARES
VILA FLOR,41021,CANDOSO
VILA FLOR,41022,VALTORNO
VILA FLOR,41023,VILA FLOR
VILA FLOR,41024,VILAS BOAS
VILA FRANCA DE XIRA,111408,VIALONGA
VILA FRANCA DE XIRA,111409,VILA FRANCA DE XIRA
VILA FRANCA DE XIRA,111412,ALHANDRA
VILA FRANCA DE XIRA,111413,ALVERCA DO RIBATEJO
VILA FRANCA DE XIRA,111414,CASTANHEIRA DO RIBATEJO
VILA FRANCA DE XIRA,111415,POVOA DE SANTA IRIA
VILA FRANCA DO CAMPO,420601,AGUA DE ALTO
VILA FRANCA DO CAMPO,420602,PONTA GARCA
VILA FRANCA DO CAMPO,420603,RIBEIRA DAS TAINHAS
VILA FRANCA DO CAMPO,420604,VILA FRANCA DO CAMPO
VILA FRANCA DO CAMPO,420606,RIBEIRA SECA
VILA NOVA DA BARQUINHA,142001,ATALAIA
VILA NOVA DA BARQUINHA,142002,PRAIA DO RIBATEJO
VILA NOVA DA BARQUINHA,142003,TANCOS
VILA NOVA DA BARQUINHA,142006,VILA NOVA DA BARQUINHA
VILA NOVA DE CERVEIRA,161003,CORNES
VILA NOVA DE CERVEIRA,161004,COVAS
VILA NOVA DE CERVEIRA,161006,GONDAREM
VILA NOVA DE CERVEIRA,161007,LOIVO
VILA NOVA DE CERVEIRA,161009,MENTRESTIDO
VILA NOVA DE CERVEIRA,161012,SAPARDOS
VILA NOVA DE CERVEIRA,161013,SOPO
VILA NOVA DE CERVEIRA,161016,CAMPOS
VILA NOVA DE CERVEIRA,161017,CANDEMIL
VILA NOVA DE CERVEIRA,161018,REBOREDA
VILA NOVA DE CERVEIRA,161019,VILA NOVA DE CERVEIRA
